,age,edu_years,hours_per_week,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,marital_status_Married-civ-spouse,occupation_Adm-clerical,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Other-service,occupation_Prof-specialty,occupation_Sales,occupation_Tech-support,race_Black,race_White,native_country_Europe,native_country_US,age^2,age edu_years,age hours_per_week,age sex_code,edu_years hours_per_week,edu_years sex_code,hours_per_week^2,hours_per_week sex_code,income_code
24700,31,9,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,961.0,279.0,1240.0,0.0,360.0,0.0,1600.0,0.0,1
24701,31,13,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,961.0,403.0,1860.0,0.0,780.0,0.0,3600.0,0.0,0
24702,20,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,400.0,180.0,800.0,20.0,360.0,9.0,1600.0,40.0,0
24703,35,8,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1225.0,280.0,1400.0,0.0,320.0,0.0,1600.0,0.0,0
24704,51,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2601.0,459.0,2040.0,0.0,360.0,0.0,1600.0,0.0,0
24705,43,10,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1849.0,430.0,1720.0,0.0,400.0,0.0,1600.0,0.0,1
24706,18,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,324.0,126.0,360.0,0.0,140.0,0.0,400.0,0.0,0
24707,55,15,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3025.0,825.0,2200.0,0.0,600.0,0.0,1600.0,0.0,1
24708,59,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3481.0,531.0,2360.0,59.0,360.0,9.0,1600.0,40.0,0
24709,21,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,441.0,189.0,840.0,21.0,360.0,9.0,1600.0,40.0,0
24710,22,6,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,484.0,132.0,880.0,22.0,240.0,6.0,1600.0,40.0,0
24711,60,10,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3600.0,600.0,2400.0,60.0,400.0,10.0,1600.0,40.0,0
24712,49,9,40,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2401.0,441.0,1960.0,0.0,360.0,0.0,1600.0,0.0,1
24713,21,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,441.0,189.0,840.0,21.0,360.0,9.0,1600.0,40.0,0
24714,61,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3721.0,549.0,2440.0,0.0,360.0,0.0,1600.0,0.0,0
24715,64,3,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4096.0,192.0,2560.0,0.0,120.0,0.0,1600.0,0.0,0
24716,63,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3969.0,567.0,2520.0,0.0,360.0,0.0,1600.0,0.0,0
24717,27,13,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,729.0,351.0,1080.0,27.0,520.0,13.0,1600.0,40.0,0
24718,23,13,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,529.0,299.0,690.0,23.0,390.0,13.0,900.0,30.0,0
24719,41,9,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1681.0,369.0,1845.0,41.0,405.0,9.0,2025.0,45.0,0
24720,40,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1600.0,360.0,1600.0,40.0,360.0,9.0,1600.0,40.0,1
24721,55,13,40,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,3025.0,715.0,2200.0,0.0,520.0,0.0,1600.0,0.0,1
24722,17,6,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,289.0,102.0,204.0,17.0,72.0,6.0,144.0,12.0,0
24723,34,10,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,2040.0,0.0,600.0,0.0,3600.0,0.0,0
24724,24,13,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,576.0,312.0,960.0,24.0,520.0,13.0,1600.0,40.0,0
24725,30,15,45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,900.0,450.0,1350.0,30.0,675.0,15.0,2025.0,45.0,1
24726,29,14,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,841.0,406.0,1740.0,0.0,840.0,0.0,3600.0,0.0,0
24727,52,13,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2704.0,676.0,2080.0,0.0,520.0,0.0,1600.0,0.0,1
24728,57,10,40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3249.0,570.0,2280.0,0.0,400.0,0.0,1600.0,0.0,1
24729,38,13,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1444.0,494.0,1710.0,38.0,585.0,13.0,2025.0,45.0,0
24730,43,14,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1849.0,602.0,2150.0,43.0,700.0,14.0,2500.0,50.0,1
24731,61,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3721.0,610.0,2440.0,61.0,400.0,10.0,1600.0,40.0,0
24732,38,13,65,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1444.0,494.0,2470.0,0.0,845.0,0.0,4225.0,0.0,1
24733,51,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2601.0,459.0,2040.0,0.0,360.0,0.0,1600.0,0.0,1
24734,40,13,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1600.0,520.0,1600.0,0.0,520.0,0.0,1600.0,0.0,0
24735,41,10,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1681.0,410.0,1640.0,0.0,400.0,0.0,1600.0,0.0,1
24736,19,10,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,361.0,190.0,380.0,19.0,200.0,10.0,400.0,20.0,0
24737,28,4,40,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,784.0,112.0,1120.0,0.0,160.0,0.0,1600.0,0.0,0
24738,59,10,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3481.0,590.0,2360.0,0.0,400.0,0.0,1600.0,0.0,0
24739,32,13,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1024.0,416.0,1280.0,32.0,520.0,13.0,1600.0,40.0,0
24740,31,9,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,961.0,279.0,1240.0,0.0,360.0,0.0,1600.0,0.0,1
24741,30,12,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,900.0,360.0,1440.0,0.0,576.0,0.0,2304.0,0.0,0
24742,54,10,40,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2916.0,540.0,2160.0,0.0,400.0,0.0,1600.0,0.0,0
24743,33,11,42,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1089.0,363.0,1386.0,0.0,462.0,0.0,1764.0,0.0,1
24744,20,10,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400.0,200.0,200.0,20.0,100.0,10.0,100.0,10.0,0
24745,32,9,48,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1024.0,288.0,1536.0,0.0,432.0,0.0,2304.0,0.0,0
24746,35,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1225.0,315.0,1400.0,35.0,360.0,9.0,1600.0,40.0,0
24747,27,7,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,729.0,189.0,1215.0,0.0,315.0,0.0,2025.0,0.0,0
24748,40,13,46,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1600.0,520.0,1840.0,0.0,598.0,0.0,2116.0,0.0,1
24749,34,11,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1156.0,374.0,1360.0,0.0,440.0,0.0,1600.0,0.0,0
24750,34,12,40,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1156.0,408.0,1360.0,0.0,480.0,0.0,1600.0,0.0,1
24751,38,10,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1444.0,380.0,950.0,38.0,250.0,10.0,625.0,25.0,0
24752,28,9,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,784.0,252.0,1120.0,0.0,360.0,0.0,1600.0,0.0,0
24753,65,10,27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4225.0,650.0,1755.0,0.0,270.0,0.0,729.0,0.0,0
24754,61,10,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3721.0,610.0,976.0,0.0,160.0,0.0,256.0,0.0,0
24755,18,7,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,324.0,126.0,450.0,18.0,175.0,7.0,625.0,25.0,0
24756,35,13,50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1225.0,455.0,1750.0,0.0,650.0,0.0,2500.0,0.0,1
24757,45,13,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2025.0,585.0,1800.0,45.0,520.0,13.0,1600.0,40.0,0
24758,25,10,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,625.0,250.0,1250.0,0.0,500.0,0.0,2500.0,0.0,0
24759,48,15,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2304.0,720.0,624.0,0.0,195.0,0.0,169.0,0.0,0
24760,19,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,361.0,190.0,760.0,19.0,400.0,10.0,1600.0,40.0,0
24761,43,13,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1849.0,559.0,2150.0,43.0,650.0,13.0,2500.0,50.0,1
24762,54,13,45,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2916.0,702.0,2430.0,0.0,585.0,0.0,2025.0,0.0,1
24763,47,13,50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2209.0,611.0,2350.0,0.0,650.0,0.0,2500.0,0.0,0
24764,25,11,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625.0,275.0,1000.0,25.0,440.0,11.0,1600.0,40.0,0
24765,30,12,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,900.0,360.0,1200.0,0.0,480.0,0.0,1600.0,0.0,0
24766,35,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1225.0,315.0,1400.0,35.0,360.0,9.0,1600.0,40.0,0
24767,26,10,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,676.0,260.0,468.0,0.0,180.0,0.0,324.0,0.0,0
24768,61,9,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3721.0,549.0,2440.0,0.0,360.0,0.0,1600.0,0.0,0
24769,54,9,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2916.0,486.0,1728.0,0.0,288.0,0.0,1024.0,0.0,0
24770,50,8,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2500.0,400.0,2000.0,0.0,320.0,0.0,1600.0,0.0,1
24771,32,5,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1024.0,160.0,1280.0,32.0,200.0,5.0,1600.0,40.0,0
24772,34,9,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1156.0,306.0,850.0,34.0,225.0,9.0,625.0,25.0,0
24773,36,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1296.0,324.0,1440.0,0.0,360.0,0.0,1600.0,0.0,0
24774,50,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2500.0,500.0,2000.0,0.0,400.0,0.0,1600.0,0.0,1
24775,28,7,40,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,784.0,196.0,1120.0,0.0,280.0,0.0,1600.0,0.0,0
24776,22,9,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,484.0,198.0,418.0,22.0,171.0,9.0,361.0,19.0,0
24777,58,7,20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3364.0,406.0,1160.0,0.0,140.0,0.0,400.0,0.0,0
24778,27,3,75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,729.0,81.0,2025.0,0.0,225.0,0.0,5625.0,0.0,0
24779,62,13,38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3844.0,806.0,2356.0,0.0,494.0,0.0,1444.0,0.0,0
24780,36,13,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1296.0,468.0,1980.0,0.0,715.0,0.0,3025.0,0.0,1
24781,41,14,45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1681.0,574.0,1845.0,41.0,630.0,14.0,2025.0,45.0,0
24782,28,10,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,784.0,280.0,1260.0,0.0,450.0,0.0,2025.0,0.0,0
24783,33,13,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1089.0,429.0,1320.0,0.0,520.0,0.0,1600.0,0.0,0
24784,54,13,45,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2916.0,702.0,2430.0,0.0,585.0,0.0,2025.0,0.0,1
24785,19,10,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,361.0,190.0,475.0,19.0,250.0,10.0,625.0,25.0,0
24786,76,4,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,5776.0,304.0,2280.0,0.0,120.0,0.0,900.0,0.0,0
24787,34,13,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1156.0,442.0,1700.0,0.0,650.0,0.0,2500.0,0.0,1
24788,40,13,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1600.0,520.0,1600.0,40.0,520.0,13.0,1600.0,40.0,0
24789,22,7,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,484.0,154.0,660.0,22.0,210.0,7.0,900.0,30.0,0
24790,17,7,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,289.0,119.0,255.0,0.0,105.0,0.0,225.0,0.0,0
24791,55,10,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3025.0,550.0,1100.0,55.0,200.0,10.0,400.0,20.0,0
24792,51,10,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2601.0,510.0,2040.0,51.0,400.0,10.0,1600.0,40.0,0
24793,26,3,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,676.0,78.0,1040.0,0.0,120.0,0.0,1600.0,0.0,0
24794,44,13,48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1936.0,572.0,2112.0,0.0,624.0,0.0,2304.0,0.0,0
24795,54,9,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2916.0,486.0,2160.0,0.0,360.0,0.0,1600.0,0.0,1
24796,34,12,40,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1156.0,408.0,1360.0,0.0,480.0,0.0,1600.0,0.0,0
24797,42,9,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1764.0,378.0,1680.0,0.0,360.0,0.0,1600.0,0.0,0
24798,26,9,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,676.0,234.0,1820.0,0.0,630.0,0.0,4900.0,0.0,0
24799,39,3,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1521.0,117.0,1560.0,0.0,120.0,0.0,1600.0,0.0,0
24800,34,13,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1156.0,442.0,1360.0,0.0,520.0,0.0,1600.0,0.0,0
24801,59,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3481.0,531.0,2360.0,0.0,360.0,0.0,1600.0,0.0,0
24802,20,9,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,400.0,180.0,1000.0,0.0,450.0,0.0,2500.0,0.0,0
24803,34,10,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,1530.0,0.0,450.0,0.0,2025.0,0.0,1
24804,51,9,20,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2601.0,459.0,1020.0,0.0,180.0,0.0,400.0,0.0,0
24805,34,10,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,1360.0,0.0,400.0,0.0,1600.0,0.0,1
24806,47,13,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2209.0,611.0,2350.0,47.0,650.0,13.0,2500.0,50.0,0
24807,30,11,49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,900.0,330.0,1470.0,0.0,539.0,0.0,2401.0,0.0,0
24808,38,9,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1444.0,342.0,2280.0,0.0,540.0,0.0,3600.0,0.0,0
24809,45,13,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2025.0,585.0,1800.0,45.0,520.0,13.0,1600.0,40.0,1
24810,23,10,35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,529.0,230.0,805.0,23.0,350.0,10.0,1225.0,35.0,0
24811,34,10,48,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,1632.0,0.0,480.0,0.0,2304.0,0.0,1
24812,22,8,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,484.0,176.0,880.0,0.0,320.0,0.0,1600.0,0.0,0
24813,31,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,961.0,279.0,1240.0,0.0,360.0,0.0,1600.0,0.0,0
24814,50,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2500.0,450.0,2000.0,0.0,360.0,0.0,1600.0,0.0,0
24815,28,13,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,784.0,364.0,1260.0,28.0,585.0,13.0,2025.0,45.0,1
24816,23,9,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529.0,207.0,1150.0,23.0,450.0,9.0,2500.0,50.0,0
24817,35,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1225.0,315.0,1400.0,0.0,360.0,0.0,1600.0,0.0,0
24818,28,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,784.0,252.0,1120.0,0.0,360.0,0.0,1600.0,0.0,0
24819,27,10,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,729.0,270.0,810.0,0.0,300.0,0.0,900.0,0.0,0
24820,46,13,55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2116.0,598.0,2530.0,0.0,715.0,0.0,3025.0,0.0,0
24821,27,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,729.0,243.0,1080.0,0.0,360.0,0.0,1600.0,0.0,0
24822,25,6,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,625.0,150.0,1000.0,25.0,240.0,6.0,1600.0,40.0,0
24823,34,10,70,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,2380.0,0.0,700.0,0.0,4900.0,0.0,0
24824,33,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1089.0,297.0,1320.0,0.0,360.0,0.0,1600.0,0.0,0
24825,36,10,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1296.0,360.0,1440.0,36.0,400.0,10.0,1600.0,40.0,0
24826,30,4,48,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,900.0,120.0,1440.0,0.0,192.0,0.0,2304.0,0.0,0
24827,23,10,47,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,529.0,230.0,1081.0,23.0,470.0,10.0,2209.0,47.0,0
24828,36,3,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1296.0,108.0,1152.0,0.0,96.0,0.0,1024.0,0.0,0
24829,29,13,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,841.0,377.0,1305.0,29.0,585.0,13.0,2025.0,45.0,0
24830,50,10,40,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,2500.0,500.0,2000.0,0.0,400.0,0.0,1600.0,0.0,1
24831,19,8,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,361.0,152.0,760.0,0.0,320.0,0.0,1600.0,0.0,0
24832,52,9,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2704.0,468.0,2080.0,0.0,360.0,0.0,1600.0,0.0,1
24833,20,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,400.0,180.0,800.0,0.0,360.0,0.0,1600.0,0.0,0
24834,22,11,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,484.0,242.0,880.0,22.0,440.0,11.0,1600.0,40.0,0
24835,34,10,55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1156.0,340.0,1870.0,0.0,550.0,0.0,3025.0,0.0,1
24836,60,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3600.0,600.0,2400.0,0.0,400.0,0.0,1600.0,0.0,0
24837,19,7,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,361.0,133.0,760.0,0.0,280.0,0.0,1600.0,0.0,0
24838,59,9,20,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3481.0,531.0,1180.0,0.0,180.0,0.0,400.0,0.0,0
24839,36,9,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1296.0,324.0,1800.0,0.0,450.0,0.0,2500.0,0.0,0
24840,25,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,625.0,225.0,1000.0,0.0,360.0,0.0,1600.0,0.0,0
24841,49,4,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2401.0,196.0,3430.0,0.0,280.0,0.0,4900.0,0.0,0
24842,25,9,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,625.0,225.0,750.0,25.0,270.0,9.0,900.0,30.0,0
24843,50,7,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2500.0,350.0,2000.0,50.0,280.0,7.0,1600.0,40.0,0
24844,44,12,43,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1936.0,528.0,1892.0,44.0,516.0,12.0,1849.0,43.0,0
24845,33,10,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1089.0,330.0,660.0,0.0,200.0,0.0,400.0,0.0,0
24846,40,13,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1600.0,520.0,2000.0,0.0,650.0,0.0,2500.0,0.0,0
24847,56,10,45,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3136.0,560.0,2520.0,0.0,450.0,0.0,2025.0,0.0,0
24848,56,10,50,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,3136.0,560.0,2800.0,0.0,500.0,0.0,2500.0,0.0,1
24849,23,13,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,529.0,299.0,966.0,0.0,546.0,0.0,1764.0,0.0,0
24850,21,10,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,441.0,210.0,210.0,21.0,100.0,10.0,100.0,10.0,0
24851,67,4,24,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4489.0,268.0,1608.0,0.0,96.0,0.0,576.0,0.0,0
24852,54,11,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2916.0,594.0,2160.0,0.0,440.0,0.0,1600.0,0.0,0
24853,50,9,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2500.0,450.0,2000.0,50.0,360.0,9.0,1600.0,40.0,0
24854,59,4,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3481.0,236.0,2360.0,0.0,160.0,0.0,1600.0,0.0,0
24855,51,7,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2601.0,357.0,2040.0,51.0,280.0,7.0,1600.0,40.0,0
24856,30,9,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,900.0,270.0,870.0,30.0,261.0,9.0,841.0,29.0,0
24857,42,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1764.0,378.0,1680.0,0.0,360.0,0.0,1600.0,0.0,1
24858,26,13,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,676.0,338.0,1040.0,0.0,520.0,0.0,1600.0,0.0,0
24859,47,11,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2209.0,517.0,1880.0,0.0,440.0,0.0,1600.0,0.0,0
24860,24,9,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,576.0,216.0,1200.0,0.0,450.0,0.0,2500.0,0.0,0
24861,27,7,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,729.0,189.0,1080.0,0.0,280.0,0.0,1600.0,0.0,0
24862,51,14,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2601.0,714.0,2550.0,0.0,700.0,0.0,2500.0,0.0,1
24863,46,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2116.0,414.0,1840.0,0.0,360.0,0.0,1600.0,0.0,1
24864,55,9,60,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3025.0,495.0,3300.0,0.0,540.0,0.0,3600.0,0.0,0
24865,20,10,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,400.0,200.0,800.0,0.0,400.0,0.0,1600.0,0.0,0
24866,30,9,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,900.0,270.0,1500.0,0.0,450.0,0.0,2500.0,0.0,0
24867,19,9,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,361.0,171.0,380.0,19.0,180.0,9.0,400.0,20.0,0
24868,30,13,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,900.0,390.0,1200.0,0.0,520.0,0.0,1600.0,0.0,1
